holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,Date,Time,AM/PM,traffic_volume,Group
No Holiday,281.08,0,0,75,Drizzle,drizzle,4/4/2017,2:00,AM,283,880
No Holiday,280.75,0,0,40,Rain,light rain,4/4/2017,3:00,AM,438,880
No Holiday,280.75,0,0,40,Drizzle,light intensity drizzle,4/4/2017,3:00,AM,438,880
No Holiday,280.62,0,0,1,Rain,light rain,4/4/2017,4:00,AM,955,880
No Holiday,279.75,0,0,1,Clear,sky is clear,4/4/2017,5:00,AM,2874,880
No Holiday,279.71,0,0,1,Clear,sky is clear,4/4/2017,6:00,AM,5797,880
No Holiday,279.65,0,0,1,Mist,mist,4/4/2017,7:00,AM,7065,880
No Holiday,279.48,0,0,1,Mist,mist,4/4/2017,8:00,AM,6228,880
No Holiday,280.52,0,0,75,Mist,mist,4/4/2017,9:00,AM,4981,880
No Holiday,282.28,0,0,75,Clouds,broken clouds,4/4/2017,10:00,AM,4147,880
No Holiday,284.71,0,0,75,Clouds,broken clouds,4/4/2017,11:00,AM,4269,880
No Holiday,286.08,0,0,1,Clear,sky is clear,4/4/2017,12:00,PM,4484,880
No Holiday,287.22,0,0,1,Clear,sky is clear,4/4/2017,1:00,PM,4514,880
No Holiday,287.82,0,0,75,Clouds,broken clouds,4/4/2017,2:00,PM,5111,880
No Holiday,288.72,0,0,1,Clear,sky is clear,4/4/2017,3:00,PM,5642,880
No Holiday,288.87,0,0,1,Clear,sky is clear,4/4/2017,4:00,PM,6398,880
No Holiday,289.22,0,0,1,Clear,sky is clear,4/4/2017,5:00,PM,6262,880
No Holiday,288.94,0,0,1,Clear,sky is clear,4/4/2017,6:00,PM,4427,880
No Holiday,288.3,0,0,40,Clouds,scattered clouds,4/4/2017,7:00,PM,3412,880
No Holiday,286.16,0,0,1,Clear,sky is clear,4/4/2017,8:00,PM,2950,880
No Holiday,283.94,0,0,40,Clouds,scattered clouds,4/4/2017,9:00,PM,3119,880
No Holiday,282.02,0,0,1,Clear,sky is clear,4/4/2017,10:00,PM,3711,880
No Holiday,280.54,0,0,1,Clear,sky is clear,4/4/2017,11:00,PM,1231,880
No Holiday,279.11,0,0,1,Clear,sky is clear,4/5/2017,12:00,AM,678,880
No Holiday,277.79,0,0,1,Clear,sky is clear,4/5/2017,1:00,AM,426,880
No Holiday,276.29,0,0,1,Clear,sky is clear,4/5/2017,2:00,AM,286,880
No Holiday,275.66,0,0,1,Clear,sky is clear,4/5/2017,3:00,AM,344,880
No Holiday,275.09,0,0,1,Haze,haze,4/5/2017,4:00,AM,843,880
No Holiday,276.88,0,0,1,Clear,sky is clear,4/5/2017,5:00,AM,2757,880
No Holiday,277.28,0,0,1,Clear,sky is clear,4/5/2017,6:00,AM,5611,880
No Holiday,276.9,0,0,90,Clouds,overcast clouds,4/5/2017,7:00,AM,6828,880
No Holiday,277.4,0,0,90,Clouds,overcast clouds,4/5/2017,8:00,AM,6485,880
No Holiday,279.28,0,0,40,Clouds,scattered clouds,4/5/2017,9:00,AM,5008,880
No Holiday,280.35,0,0,90,Clouds,overcast clouds,4/5/2017,10:00,AM,4799,880
No Holiday,281.28,0,0,40,Clouds,scattered clouds,4/5/2017,11:00,AM,4914,880
No Holiday,282.15,0,0,90,Clouds,overcast clouds,4/5/2017,12:00,PM,5027,880
No Holiday,283.15,0,0,1,Clear,sky is clear,4/5/2017,1:00,PM,4919,880
No Holiday,283.58,0,0,75,Clouds,broken clouds,4/5/2017,2:00,PM,5114,880
No Holiday,283.96,0,0,75,Clouds,broken clouds,4/5/2017,3:00,PM,5587,880
No Holiday,284.84,0,0,90,Clouds,overcast clouds,4/5/2017,4:00,PM,6614,880
No Holiday,285.08,0,0,90,Clouds,overcast clouds,4/5/2017,5:00,PM,6258,880
No Holiday,284.96,0,0,90,Clouds,overcast clouds,4/5/2017,6:00,PM,4606,880
No Holiday,284.07,0,0,1,Clear,sky is clear,4/5/2017,7:00,PM,3612,880
No Holiday,281.75,0,0,1,Clear,sky is clear,4/5/2017,8:00,PM,3003,880
No Holiday,280.39,0,0,1,Clear,sky is clear,4/5/2017,9:00,PM,2692,880
No Holiday,279.83,0,0,1,Clear,sky is clear,4/5/2017,10:00,PM,2148,880
No Holiday,280.02,0,0,1,Clear,sky is clear,4/5/2017,11:00,PM,1178,880
No Holiday,278.82,0,0,1,Clear,sky is clear,4/6/2017,12:00,AM,746,880
No Holiday,277.55,0,0,1,Clear,sky is clear,4/6/2017,1:00,AM,434,880
No Holiday,277.09,0,0,1,Clear,sky is clear,4/6/2017,2:00,AM,283,880
No Holiday,275.96,0,0,1,Clear,sky is clear,4/6/2017,3:00,AM,362,880
No Holiday,275.14,0,0,1,Clear,sky is clear,4/6/2017,4:00,AM,838,880
No Holiday,274.58,0,0,1,Clear,sky is clear,4/6/2017,5:00,AM,2703,880
No Holiday,274.28,0,0,1,Clear,sky is clear,4/6/2017,6:00,AM,5624,880
No Holiday,274.37,0,0,40,Clouds,scattered clouds,4/6/2017,7:00,AM,6723,880
No Holiday,275.15,0,0,1,Clear,sky is clear,4/6/2017,8:00,AM,6019,880
No Holiday,277.21,0,0,1,Clear,sky is clear,4/6/2017,9:00,AM,5215,880
No Holiday,279.27,0,0,1,Clear,sky is clear,4/6/2017,10:00,AM,4843,880
No Holiday,280.58,0,0,1,Clear,sky is clear,4/6/2017,11:00,AM,5133,880
No Holiday,282.35,0,0,1,Clear,sky is clear,4/6/2017,12:00,PM,5071,880
No Holiday,284.58,0,0,1,Clear,sky is clear,4/6/2017,2:00,PM,5446,881
No Holiday,283.68,0,0,1,Clear,sky is clear,4/6/2017,2:00,PM,5446,881
No Holiday,285.08,0,0,5,Clear,sky is clear,4/6/2017,3:00,PM,5787,881
No Holiday,285.22,0,0,1,Clear,sky is clear,4/6/2017,4:00,PM,6487,881
No Holiday,285.42,0,0,1,Clear,sky is clear,4/6/2017,5:00,PM,6358,881
No Holiday,284.95,0,0,1,Clear,sky is clear,4/6/2017,6:00,PM,4820,881
No Holiday,283.71,0,0,1,Clear,sky is clear,4/6/2017,7:00,PM,3543,881
No Holiday,281.4,0,0,1,Clear,sky is clear,4/6/2017,8:00,PM,3379,881
No Holiday,279.4,0,0,1,Clear,sky is clear,4/6/2017,9:00,PM,3126,881
No Holiday,276.96,0,0,1,Clear,sky is clear,4/6/2017,10:00,PM,2479,881
No Holiday,275.71,0,0,1,Clear,sky is clear,4/6/2017,11:00,PM,1295,881
No Holiday,274.4,0,0,1,Clear,sky is clear,4/7/2017,12:00,AM,975,881
No Holiday,273.02,0,0,1,Clear,sky is clear,4/7/2017,1:00,AM,480,881
No Holiday,271.57,0,0,1,Clear,sky is clear,4/7/2017,2:00,AM,382,881
No Holiday,271.41,0,0,1,Clear,sky is clear,4/7/2017,3:00,AM,394,881
No Holiday,271.02,0,0,1,Clear,sky is clear,4/7/2017,4:00,AM,806,881
No Holiday,270.84,0,0,1,Clear,sky is clear,4/7/2017,5:00,AM,2599,881
No Holiday,270.46,0,0,1,Clear,sky is clear,4/7/2017,6:00,AM,5386,881
No Holiday,270.42,0,0,1,Clear,sky is clear,4/7/2017,7:00,AM,6577,881
No Holiday,279.35,0,0,1,Clear,sky is clear,4/7/2017,9:00,AM,5062,882
No Holiday,282.55,0,0,1,Clear,sky is clear,4/7/2017,10:00,AM,4805,882
No Holiday,284.15,0,0,1,Clear,sky is clear,4/7/2017,11:00,AM,5263,882
No Holiday,285.15,0,0,1,Clear,sky is clear,4/7/2017,12:00,PM,5311,882
No Holiday,286.15,0,0,40,Clouds,scattered clouds,4/7/2017,1:00,PM,5280,882
No Holiday,287.27,0,0,1,Clear,sky is clear,4/7/2017,2:00,PM,5464,882
No Holiday,287.58,0,0,1,Clear,sky is clear,4/7/2017,3:00,PM,5939,882
No Holiday,288.15,0,0,75,Clouds,broken clouds,4/7/2017,4:00,PM,6688,882
No Holiday,288.02,0,0,1,Clear,sky is clear,4/7/2017,5:00,PM,5702,882
No Holiday,287.65,0,0,75,Clouds,broken clouds,4/7/2017,6:00,PM,4984,882
No Holiday,287.28,0,0,75,Clouds,broken clouds,4/7/2017,7:00,PM,4136,882
No Holiday,286.09,0,0,75,Clouds,broken clouds,4/7/2017,8:00,PM,3540,882
No Holiday,284.43,0,0,1,Clear,sky is clear,4/7/2017,9:00,PM,3284,882
No Holiday,284.02,0,0,1,Clear,sky is clear,4/7/2017,10:00,PM,3105,882
No Holiday,282.88,0,0,1,Clear,sky is clear,4/7/2017,11:00,PM,2025,882
No Holiday,282.41,0,0,1,Clear,sky is clear,4/8/2017,12:00,AM,1476,882
No Holiday,282.14,0,0,1,Clear,sky is clear,4/8/2017,1:00,AM,929,882
No Holiday,281.68,0,0,1,Clear,sky is clear,4/8/2017,2:00,AM,663,882
No Holiday,281.28,0,0,1,Clear,sky is clear,4/8/2017,3:00,AM,490,882
No Holiday,280.9,0,0,1,Clear,sky is clear,4/8/2017,4:00,AM,468,882
No Holiday,280.84,0,0,1,Clear,sky is clear,4/8/2017,5:00,AM,833,882
No Holiday,280.52,0,0,1,Clear,sky is clear,4/8/2017,6:00,AM,1463,882
No Holiday,280.65,0,0,1,Clear,sky is clear,4/8/2017,7:00,AM,2283,882
No Holiday,280.77,0,0,1,Clear,sky is clear,4/8/2017,8:00,AM,3126,882
No Holiday,282.72,0,0,1,Clear,sky is clear,4/8/2017,9:00,AM,3762,882
No Holiday,284.41,0,0,75,Clouds,broken clouds,4/8/2017,10:00,AM,3897,882
No Holiday,286.83,0,0,75,Clouds,broken clouds,4/8/2017,11:00,AM,4320,882
No Holiday,290.48,0,0,1,Clear,sky is clear,4/8/2017,12:00,PM,4552,882
No Holiday,291.15,0,0,1,Clear,sky is clear,4/8/2017,1:00,PM,4358,882
No Holiday,292.4,0,0,1,Clear,sky is clear,4/8/2017,2:00,PM,4466,882
No Holiday,292.52,0,0,90,Clouds,overcast clouds,4/8/2017,3:00,PM,4427,882
No Holiday,293.08,0,0,75,Clouds,broken clouds,4/8/2017,4:00,PM,4366,882
No Holiday,294.08,0,0,1,Clear,sky is clear,4/8/2017,5:00,PM,4097,882
No Holiday,294.28,0,0,1,Clear,sky is clear,4/8/2017,6:00,PM,4312,882
No Holiday,294.41,0,0,75,Clouds,broken clouds,4/8/2017,7:00,PM,3391,882
No Holiday,294.15,0,0,75,Clouds,broken clouds,4/8/2017,8:00,PM,3007,882
No Holiday,292.68,0,0,75,Clouds,broken clouds,4/8/2017,9:00,PM,3089,882
No Holiday,291.94,0,0,1,Clear,sky is clear,4/8/2017,10:00,PM,3189,882
No Holiday,292.02,0,0,1,Clear,sky is clear,4/8/2017,11:00,PM,2256,882
No Holiday,291.75,0,0,1,Clear,sky is clear,4/9/2017,12:00,AM,1448,882
No Holiday,290.89,0,0,1,Clear,sky is clear,4/9/2017,1:00,AM,849,882
No Holiday,289.56,0,0,1,Clear,sky is clear,4/9/2017,2:00,AM,680,882
No Holiday,287.96,0,0,1,Clear,sky is clear,4/9/2017,3:00,AM,385,882
No Holiday,286.69,0,0,1,Clear,sky is clear,4/9/2017,4:00,AM,295,882
No Holiday,285.49,0,0,1,Clear,sky is clear,4/9/2017,5:00,AM,437,882
No Holiday,284.36,0,0,1,Clear,sky is clear,4/9/2017,6:00,AM,1066,882
No Holiday,282.84,0,0,90,Clouds,overcast clouds,4/9/2017,7:00,AM,1416,882
No Holiday,282.85,0,0,90,Clouds,overcast clouds,4/9/2017,8:00,AM,1938,882
No Holiday,285.52,0,0,75,Clouds,broken clouds,4/9/2017,9:00,AM,2781,882
No Holiday,287.94,0,0,1,Clear,sky is clear,4/9/2017,10:00,AM,3389,882
No Holiday,289.82,0,0,75,Clouds,broken clouds,4/9/2017,11:00,AM,3746,882
No Holiday,292.42,0,0,75,Clouds,broken clouds,4/9/2017,12:00,PM,4299,882
No Holiday,293.49,0,0,90,Clouds,overcast clouds,4/9/2017,1:00,PM,4654,882
No Holiday,293.56,0,0,75,Clouds,broken clouds,4/9/2017,2:00,PM,4497,882
No Holiday,293.5,0,0,90,Clouds,overcast clouds,4/9/2017,3:00,PM,4321,882
No Holiday,292.78,0,0,90,Drizzle,drizzle,4/9/2017,4:00,PM,4373,882
No Holiday,291.22,0,0,90,Drizzle,light intensity drizzle,4/9/2017,5:00,PM,4165,882
No Holiday,291.22,0,0,90,Rain,light rain,4/9/2017,5:00,PM,4165,882
No Holiday,291.22,0,0,90,Thunderstorm,proximity thunderstorm,4/9/2017,5:00,PM,4165,882
No Holiday,289.42,0,0,90,Rain,light rain,4/9/2017,6:00,PM,3514,882
No Holiday,289.42,0,0,90,Thunderstorm,proximity thunderstorm,4/9/2017,6:00,PM,3514,882
No Holiday,289.1,0,0,90,Rain,moderate rain,4/9/2017,7:00,PM,3319,882
No Holiday,288.23,0,0,90,Rain,light rain,4/9/2017,8:00,PM,2785,882
No Holiday,288.23,0,0,90,Thunderstorm,proximity thunderstorm,4/9/2017,8:00,PM,2785,882
No Holiday,286.72,0,0,90,Rain,moderate rain,4/9/2017,9:00,PM,2161,882
No Holiday,286.72,0,0,90,Thunderstorm,proximity thunderstorm,4/9/2017,9:00,PM,2161,882
No Holiday,286.03,0,0,75,Rain,moderate rain,4/9/2017,10:00,PM,1831,882
No Holiday,286.03,0,0,75,Thunderstorm,proximity thunderstorm,4/9/2017,10:00,PM,1831,882
No Holiday,285.36,0,0,40,Clouds,scattered clouds,4/9/2017,11:00,PM,2304,882
No Holiday,285.16,0,0,40,Thunderstorm,proximity thunderstorm,4/10/2017,12:00,AM,741,882
No Holiday,284.49,0,0,75,Clouds,broken clouds,4/10/2017,1:00,AM,443,882
No Holiday,284.15,0,0,90,Clouds,overcast clouds,4/10/2017,2:00,AM,353,882
No Holiday,283.62,0,0,90,Clouds,overcast clouds,4/10/2017,3:00,AM,325,882
No Holiday,283.02,0,0,90,Clouds,overcast clouds,4/10/2017,4:00,AM,836,882
No Holiday,282.36,0,0,90,Clouds,overcast clouds,4/10/2017,5:00,AM,2614,882
No Holiday,281.16,0,0,90,Clouds,overcast clouds,4/10/2017,6:00,AM,5394,882
No Holiday,280.09,0,0,1,Clear,sky is clear,4/10/2017,7:00,AM,6590,882
No Holiday,279.95,0,0,75,Clouds,broken clouds,4/10/2017,8:00,AM,6139,882
No Holiday,279.89,0,0,75,Clouds,broken clouds,4/10/2017,9:00,AM,4986,882
No Holiday,279.89,0,0,75,Clouds,broken clouds,4/10/2017,10:00,AM,4347,882
No Holiday,280.02,0,0,90,Clouds,overcast clouds,4/10/2017,11:00,AM,4539,882
No Holiday,280.09,0,0,90,Clouds,overcast clouds,4/10/2017,12:00,PM,4605,882
No Holiday,279.62,0,0,90,Drizzle,light intensity drizzle,4/10/2017,1:00,PM,4778,882
No Holiday,279.62,0,0,90,Rain,light rain,4/10/2017,1:00,PM,4778,882
No Holiday,279.36,0,0,90,Rain,moderate rain,4/10/2017,2:00,PM,5017,882
No Holiday,279.36,0,0,90,Drizzle,light intensity drizzle,4/10/2017,2:00,PM,5017,882
No Holiday,278.95,0,0,90,Drizzle,light intensity drizzle,4/10/2017,3:00,PM,5551,882
No Holiday,278.95,0,0,90,Rain,light rain,4/10/2017,3:00,PM,5551,882
No Holiday,277.65,0,0,90,Rain,moderate rain,4/10/2017,4:00,PM,6404,882
No Holiday,277.65,0,0,90,Drizzle,light intensity drizzle,4/10/2017,4:00,PM,6404,882
No Holiday,277.46,0,0,90,Mist,mist,4/10/2017,5:00,PM,6029,882
No Holiday,277.46,0,0,90,Drizzle,light intensity drizzle,4/10/2017,5:00,PM,6029,882
No Holiday,277.46,0,0,90,Rain,moderate rain,4/10/2017,5:00,PM,6029,882
No Holiday,276.28,0,0,90,Drizzle,light intensity drizzle,4/10/2017,6:00,PM,4061,882
No Holiday,276.28,0,0,90,Rain,light rain,4/10/2017,6:00,PM,4061,882
No Holiday,276.28,0,0,90,Mist,mist,4/10/2017,6:00,PM,4061,882
No Holiday,275.95,0,0,90,Rain,light rain,4/10/2017,7:00,PM,2730,882
No Holiday,275.95,0,0,90,Drizzle,light intensity drizzle,4/10/2017,7:00,PM,2730,882
No Holiday,275.95,0,0,90,Mist,mist,4/10/2017,7:00,PM,2730,882
No Holiday,275.27,0,0,90,Rain,moderate rain,4/10/2017,8:00,PM,2394,882
No Holiday,275.27,0,0,90,Mist,mist,4/10/2017,8:00,PM,2394,882
No Holiday,275.27,0,0,90,Snow,light snow,4/10/2017,8:00,PM,2394,882
No Holiday,275.27,0,0,90,Drizzle,light intensity drizzle,4/10/2017,8:00,PM,2394,882
No Holiday,274.72,0,0,90,Mist,mist,4/10/2017,9:00,PM,1864,882
No Holiday,274.72,0,0,90,Snow,snow,4/10/2017,9:00,PM,1864,882
No Holiday,274.72,0,0,90,Rain,light rain,4/10/2017,9:00,PM,1864,882
No Holiday,274.15,0,0,90,Drizzle,light intensity drizzle,4/10/2017,10:00,PM,1352,882
No Holiday,274.15,0,0,90,Mist,mist,4/10/2017,10:00,PM,1352,882
No Holiday,274.15,0,0,90,Snow,light snow,4/10/2017,10:00,PM,1352,882
No Holiday,274.09,0,0,90,Mist,mist,4/10/2017,11:00,PM,872,882
No Holiday,274.09,0,0,90,Snow,light snow,4/10/2017,11:00,PM,872,882
No Holiday,274.09,0,0,90,Drizzle,light intensity drizzle,4/10/2017,11:00,PM,872,882
No Holiday,273.9,0,0,90,Snow,light snow,4/11/2017,12:00,AM,1460,882
No Holiday,273.9,0,0,90,Mist,mist,4/11/2017,12:00,AM,1460,882
No Holiday,273.9,0,0,90,Drizzle,drizzle,4/11/2017,12:00,AM,1460,882
No Holiday,273.77,0,0,90,Snow,light snow,4/11/2017,1:00,AM,462,882
No Holiday,273.77,0,0,90,Mist,mist,4/11/2017,1:00,AM,462,882
No Holiday,273.77,0,0,90,Rain,moderate rain,4/11/2017,1:00,AM,462,882
No Holiday,273.79,0,0,90,Snow,light snow,4/11/2017,2:00,AM,304,882
No Holiday,273.79,0,0,90,Mist,mist,4/11/2017,2:00,AM,304,882
No Holiday,273.46,0,0,90,Snow,light snow,4/11/2017,3:00,AM,331,882
No Holiday,273.46,0,0,90,Mist,mist,4/11/2017,3:00,AM,331,882
No Holiday,273.46,0,0,90,Rain,light rain,4/11/2017,3:00,AM,331,882
No Holiday,273.68,0,0,90,Clouds,overcast clouds,4/11/2017,4:00,AM,834,882
No Holiday,273.53,0,0,90,Clouds,overcast clouds,4/11/2017,5:00,AM,2623,882
No Holiday,273.4,0,0,90,Clouds,overcast clouds,4/11/2017,6:00,AM,5544,882
No Holiday,273.79,0,0,90,Clouds,overcast clouds,4/11/2017,7:00,AM,6622,882
No Holiday,273.88,0,0,90,Clouds,overcast clouds,4/11/2017,8:00,AM,5665,882
No Holiday,274,0,0,90,Clouds,overcast clouds,4/11/2017,9:00,AM,5220,882
No Holiday,275.01,0,0,90,Clouds,overcast clouds,4/11/2017,10:00,AM,4548,882
No Holiday,275.86,0,0,75,Clouds,broken clouds,4/11/2017,11:00,AM,4747,882
No Holiday,277.21,0,0,40,Haze,haze,4/11/2017,12:00,PM,5037,882
No Holiday,279.77,0,0,40,Clouds,scattered clouds,4/11/2017,1:00,PM,4729,882
No Holiday,280.14,0,0,40,Clouds,scattered clouds,4/11/2017,2:00,PM,5136,882
No Holiday,282.34,0,0,40,Clouds,scattered clouds,4/11/2017,3:00,PM,5791,882
No Holiday,283.02,0,0,40,Clouds,scattered clouds,4/11/2017,4:00,PM,6410,882
No Holiday,283.88,0,0,1,Clear,sky is clear,4/11/2017,5:00,PM,6368,882
No Holiday,284.28,0,0,1,Clear,sky is clear,4/11/2017,6:00,PM,4820,882
No Holiday,284.28,0,0,1,Clear,sky is clear,4/11/2017,7:00,PM,3337,882
No Holiday,283.09,0,0,1,Clear,sky is clear,4/11/2017,8:00,PM,2987,882
No Holiday,280.78,0,0,1,Clear,sky is clear,4/11/2017,9:00,PM,2506,882
No Holiday,278.72,0,0,1,Clear,sky is clear,4/11/2017,10:00,PM,2018,882
No Holiday,277.65,0,0,1,Clear,sky is clear,4/11/2017,11:00,PM,1121,882
No Holiday,276.29,0,0,1,Clear,sky is clear,4/12/2017,12:00,AM,564,882
No Holiday,275.89,0,0,1,Clear,sky is clear,4/12/2017,1:00,AM,359,882
No Holiday,276.22,0,0,1,Clear,sky is clear,4/12/2017,2:00,AM,262,882
No Holiday,276.02,0,0,1,Clear,sky is clear,4/12/2017,3:00,AM,339,882
No Holiday,275.89,0,0,1,Clear,sky is clear,4/12/2017,4:00,AM,845,882
No Holiday,276.42,0,0,75,Rain,light rain,4/12/2017,5:00,AM,2624,882
No Holiday,276.42,0,0,75,Drizzle,light intensity drizzle,4/12/2017,5:00,AM,2624,882
No Holiday,277.48,0,0,75,Rain,moderate rain,4/12/2017,6:00,AM,5853,882
No Holiday,278.02,0,0,90,Rain,light rain,4/12/2017,7:00,AM,6845,882
No Holiday,278.75,0,0,90,Rain,light rain,4/12/2017,8:00,AM,6377,882
No Holiday,279.62,0,0,90,Clouds,overcast clouds,4/12/2017,9:00,AM,5090,882
No Holiday,280.43,0,0,90,Clouds,overcast clouds,4/12/2017,10:00,AM,4537,882
No Holiday,281.35,0,0,1,Clear,sky is clear,4/12/2017,11:00,AM,4834,882
No Holiday,284.21,0,0,75,Clouds,broken clouds,4/12/2017,12:00,PM,4953,882
No Holiday,285.22,0,0,75,Clouds,broken clouds,4/12/2017,1:00,PM,4730,882
No Holiday,285.49,0,0,75,Clouds,broken clouds,4/12/2017,2:00,PM,5387,882
No Holiday,285.95,0,0,90,Clouds,overcast clouds,4/12/2017,3:00,PM,5712,882
No Holiday,286.15,0,0,75,Rain,moderate rain,4/12/2017,4:00,PM,6597,882
No Holiday,286.15,0,0,75,Drizzle,light intensity drizzle,4/12/2017,4:00,PM,6597,882
No Holiday,285.4,0,0,75,Drizzle,light intensity drizzle,4/12/2017,5:00,PM,6170,882
No Holiday,285.4,0,0,75,Rain,moderate rain,4/12/2017,5:00,PM,6170,882
No Holiday,284.47,0,0,90,Drizzle,drizzle,4/12/2017,6:00,PM,4506,882
No Holiday,284.47,0,0,90,Rain,moderate rain,4/12/2017,6:00,PM,4506,882
No Holiday,283.47,0,0,90,Drizzle,drizzle,4/12/2017,7:00,PM,3452,882
No Holiday,283.47,0,0,90,Rain,moderate rain,4/12/2017,7:00,PM,3452,882
No Holiday,282.34,0,0,90,Rain,moderate rain,4/12/2017,8:00,PM,2898,882
No Holiday,282.34,0,0,90,Drizzle,drizzle,4/12/2017,8:00,PM,2898,882
No Holiday,282.34,0,0,90,Mist,mist,4/12/2017,8:00,PM,2898,882
No Holiday,282.09,0,0,90,Mist,mist,4/12/2017,9:00,PM,2390,882
No Holiday,282.09,0,0,90,Rain,light rain,4/12/2017,9:00,PM,2390,882
No Holiday,281.84,0,0,90,Drizzle,drizzle,4/12/2017,10:00,PM,2042,882
No Holiday,281.84,0,0,90,Mist,mist,4/12/2017,10:00,PM,2042,882
No Holiday,281.84,0,0,90,Rain,moderate rain,4/12/2017,10:00,PM,2042,882
No Holiday,281.35,0,0,90,Mist,mist,4/12/2017,11:00,PM,1424,882
No Holiday,281.35,0,0,90,Rain,moderate rain,4/12/2017,11:00,PM,1424,882
No Holiday,281.35,0,0,90,Drizzle,light intensity drizzle,4/12/2017,11:00,PM,1424,882
No Holiday,281.4,0,0,90,Mist,mist,4/13/2017,12:00,AM,3075,882
No Holiday,281.4,0,0,90,Rain,light rain,4/13/2017,12:00,AM,3075,882
No Holiday,281.4,0,0,90,Drizzle,light intensity drizzle,4/13/2017,12:00,AM,3075,882
No Holiday,281.28,0,0,40,Mist,mist,4/13/2017,1:00,AM,583,882
No Holiday,281.28,0,0,40,Rain,moderate rain,4/13/2017,1:00,AM,583,882
No Holiday,281.28,0,0,40,Drizzle,drizzle,4/13/2017,1:00,AM,583,882
No Holiday,281.15,0,0,75,Drizzle,light intensity drizzle,4/13/2017,2:00,AM,297,882
No Holiday,281.15,0,0,75,Mist,mist,4/13/2017,2:00,AM,297,882
No Holiday,281.41,0,0,90,Haze,haze,4/13/2017,10:00,AM,4576,883
No Holiday,281.41,0,0,90,Mist,mist,4/13/2017,10:00,AM,4576,883
No Holiday,281.9,0,0,90,Haze,haze,4/13/2017,11:00,AM,5033,883
No Holiday,281.9,0,0,90,Mist,mist,4/13/2017,11:00,AM,5033,883
No Holiday,282.15,0,0,90,Mist,mist,4/13/2017,12:00,PM,5138,883
No Holiday,282.15,0,0,90,Haze,haze,4/13/2017,12:00,PM,5138,883
No Holiday,282.34,0,0,90,Haze,haze,4/13/2017,1:00,PM,5296,883
No Holiday,282.34,0,0,90,Mist,mist,4/13/2017,1:00,PM,5296,883
No Holiday,283.41,0,0,90,Haze,haze,4/13/2017,2:00,PM,5400,883
No Holiday,283.41,0,0,90,Mist,mist,4/13/2017,2:00,PM,5400,883
No Holiday,283.4,0,0,90,Haze,haze,4/13/2017,3:00,PM,5914,883
No Holiday,284.03,0,0,90,Haze,haze,4/13/2017,4:00,PM,6750,883
No Holiday,284.4,0,0,90,Clouds,overcast clouds,4/13/2017,5:00,PM,6478,883
No Holiday,284.42,0,0,90,Clouds,overcast clouds,4/13/2017,6:00,PM,5082,883
No Holiday,284.59,0,0,90,Clouds,overcast clouds,4/13/2017,7:00,PM,3632,883
No Holiday,284.15,0,0,90,Clouds,overcast clouds,4/13/2017,8:00,PM,3187,883
No Holiday,284.02,0,0,90,Clouds,overcast clouds,4/13/2017,9:00,PM,2929,883
No Holiday,283.28,0,0,90,Clouds,overcast clouds,4/13/2017,10:00,PM,2488,883
No Holiday,282.85,0,0,90,Clouds,overcast clouds,4/13/2017,11:00,PM,1270,883
No Holiday,282.78,0,0,90,Clouds,overcast clouds,4/14/2017,12:00,AM,1460,883
No Holiday,282.53,0,0,40,Clouds,scattered clouds,4/14/2017,1:00,AM,462,883
No Holiday,282.16,0,0,90,Clouds,overcast clouds,4/14/2017,2:00,AM,304,883
No Holiday,281.75,0,0,90,Clouds,overcast clouds,4/14/2017,3:00,AM,331,883
No Holiday,281.69,0,0,75,Clouds,broken clouds,4/14/2017,4:00,AM,834,883
No Holiday,281.65,0,0,90,Clouds,overcast clouds,4/14/2017,5:00,AM,2425,883
No Holiday,281.69,0,0,90,Clouds,overcast clouds,4/14/2017,6:00,AM,5055,883
No Holiday,281.75,0,0,90,Clouds,overcast clouds,4/14/2017,7:00,AM,6026,883
No Holiday,282.08,0,0,75,Clouds,broken clouds,4/14/2017,8:00,AM,5150,883
No Holiday,283.41,0,0,1,Clear,sky is clear,4/14/2017,9:00,AM,4809,883
No Holiday,283.88,0,0,40,Clouds,scattered clouds,4/14/2017,10:00,AM,4763,883
No Holiday,285.51,0,0,75,Haze,haze,4/14/2017,11:00,AM,5201,883
No Holiday,286.59,0,0,40,Rain,light rain,4/14/2017,12:00,PM,5598,883
No Holiday,286.59,0,0,40,Haze,haze,4/14/2017,12:00,PM,5598,883
No Holiday,288.48,0,0,1,Haze,haze,4/14/2017,1:00,PM,5471,883
No Holiday,288.84,0,0,1,Drizzle,light intensity drizzle,4/14/2017,2:00,PM,5705,883
No Holiday,288.84,0,0,1,Haze,haze,4/14/2017,2:00,PM,5705,883
No Holiday,290.49,0,0,40,Clouds,scattered clouds,4/14/2017,3:00,PM,5789,883
No Holiday,290.21,0,0,1,Mist,mist,4/14/2017,4:00,PM,6017,883
No Holiday,290.21,0,0,1,Rain,light rain,4/14/2017,4:00,PM,6017,883
No Holiday,290.15,0,0,90,Drizzle,light intensity drizzle,4/14/2017,5:00,PM,5557,883
No Holiday,290.15,0,0,90,Rain,light rain,4/14/2017,5:00,PM,5557,883
No Holiday,289.81,0,0,75,Haze,haze,4/14/2017,6:00,PM,4990,883
